受管系统名称               产品代码 版本      状态
S824004P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
S824004P1:R25IBMGC00             R2   06.00.00.XX Y 
S824004P1:N54_ARCHIVE00          N5   06.00.00.XX Y 
S824004P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
S824004P1:KUX                    UX   06.23.01.00 Y 
DCS-DA-P04:LZ                    LZ   06.23.01.00 Y 
DCS-DA-P03:LZ                    LZ   06.23.01.00 Y 
DCS-DA-P04:UA                    UM   06.23.01.00 Y 
DCS-DA-P04ASFSdp:UAGENT00        UA   06.00.00.00 Y 
DCS-DA-P03:UA                    UM   06.23.01.00 Y 
DCS-DA-P03ASFSdp:UAGENT00        UA   06.00.00.00 Y 
DCS-DA-P04:M03_APPMONEXT00       M0   06.00.00.XX Y 
DCS-DA-P03:M03_APPMONEXT00       M0   06.00.00.XX Y 
DCS-DA-P08:LZ                    LZ   06.23.01.00 Y 
DCS-DA-P06:LZ                    LZ   06.23.01.00 Y 
DCS-DA-P06:UA                    UM   06.23.01.00 Y 
DCS-DA-P06ASFSdp:UAGENT00        UA   06.00.00.00 Y 
DCS-DA-P08:UA                    UM   06.23.01.00 Y 
DCS-DA-P08ASFSdp:UAGENT00        UA   06.00.00.00 Y 
DCS-DA-P06:M03_APPMONEXT00       M0   06.00.00.XX Y 
DCS-DA-P08:M03_APPMONEXT00       M0   06.00.00.XX Y 
EPAY-WEB-P06:LZ                  LZ   06.23.01.00 Y 
P740099P1:UA                     UM   06.23.01.00 Y 
P740099P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P740099P1:N54_ARCHIVE00          N5   06.00.00.XX Y 
P740099P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740101P1:UA                     UM   06.23.01.00 Y 
P740101P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
ASMDB:P740101P1:UA               UM   06.23.01.00 Y 
ASMDB_P740101P1ASFSdp:UAGENT00   UA   06.00.00.00 Y 
P740101P1:N54_ARCHIVE00          N5   06.00.00.XX Y 
ASMDB_P740101P1:N98_ORACLEASM00  N9   06.00.00.XX Y 
P740101P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
P740101P1:KUX                    UX   06.23.01.00 Y 
P740067P2:UA                     UM   06.23.01.00 Y 
P740067P2ASFSdp:UAGENT00         UA   06.00.00.00 Y 
TPOSDB:P740067P2:UA              UM   06.23.01.00 Y 
TPOSDB_P740067P2ASFSdp:UAGENT00  UA   06.00.00.00 Y 
TPOSDB_P740067P2:N40_TPOS00      N4   06.00.00.XX Y 
P740067P2:N54_ARCHIVE00          N5   06.00.00.XX Y 
P740067P2:N90_IFTPRC00           N9   06.00.00.XX Y 
P740067P2:M02_GOLDENGATEEXT00    M0   06.00.00.XX Y 
P740067P2:M03_APPMONEXT00        M0   06.00.00.XX Y 
ASMDB:P740067P2:UA               UM   06.23.01.00 Y 
ASMDB_P740067P2ASFSdp:UAGENT00   UA   06.00.00.00 Y 
ASMDB_P740067P2:N98_ORACLEASM00  N9   06.00.00.XX Y 
P740067P2:KUX                    UX   06.23.01.00 Y 
P750043P1:UA                     UM   06.23.01.00 Y 
P750043P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
FDS:P750043P1:UA                 UM   06.23.01.00 Y 
FDS_P750043P1ASFSdp:UAGENT00     UA   06.00.00.00 Y 
FDS_P750043P1:N10_FDS00          N1   06.00.01.XX Y 
P750043P1:N54_ARCHIVE00          N5   06.00.00.XX Y 
P750043P1:M01_TUXEDO00           M0   06.00.00.XX Y 
EBISAPP:P750043P1:UA             UM   06.23.01.00 Y 
EBISAPP_P750043P1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
EBISAPP_P750043P1:N76_EBIS00     N7   06.00.02.XX Y 
P750043P1:P04_PBMONEXT00         P0   06.00.02.XX Y 
P750043P1:M02_GOLDENGATEEXT00    M0   06.00.00.XX Y 
P750043P1:KUX                    UX   06.23.01.00 Y 
P750043P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
VMS-WEB-P02:KUL                  UL   06.23.05.00 Y 
AAP-APP-P05:KUL                  UL   06.23.05.00 Y 
AAP-APP-P06:KUL                  UL   06.23.05.00 Y 
bl660152:KUL                     UL   06.23.05.00 Y 
ACS-AWS-P01:KUL                  UL   06.23.05.00 Y 
ACS-AWS-P02:KUL                  UL   06.23.05.00 Y 
bl660163:KUL                     UL   06.23.05.00 Y 
bl660167:KUL                     UL   06.23.05.00 Y 
BL680-209:KUL                    UL   06.23.05.00 Y 
SRB-DBS-YW-02:KUL                UL   06.23.05.00 Y 
AML-AWS-P01:KUL                  UL   06.23.05.00 Y 
BL680-82:KUL                     UL   06.23.05.00 Y 
AML-AWS-P02:KUL                  UL   06.23.05.00 Y 
AWP-WEB-P01:KUL                  UL   06.23.05.00 Y 
BL680-83:KUL                     UL   06.23.05.00 Y 
AWP-WEB-P02:KUL                  UL   06.23.05.00 Y 
TOSP-APP-P01:KUL                 UL   06.23.05.00 Y 
BL680-90:KUL                     UL   06.23.05.00 Y 
nf5280014:KUL                    UL   06.23.05.00 Y 
AWP-WEB-P03:KUL                  UL   06.23.05.00 Y 
TOSP-APP-P02:KUL                 UL   06.23.05.00 Y 
nf5280015:KUL                    UL   06.23.05.00 Y 
BL680-91:KUL                     UL   06.23.05.00 Y 
AWP-WEB-P04:KUL                  UL   06.23.05.00 Y 
bl685-406:KUL                    UL   06.23.05.00 Y 
nf5280016:KUL                    UL   06.23.05.00 Y 
b590006:KUL                      UL   06.23.05.00 Y 
BL685044:KUL                     UL   06.23.05.00 Y 
BDMP-WEB-P02:LZ                  LZ   06.23.01.00 Y 
BDMP-WEB-P01:LZ                  LZ   06.23.01.00 Y 
nf5280017:KUL                    UL   06.23.05.00 Y 
bl685-407:KUL                    UL   06.23.05.00 Y 
b590008:KUL                      UL   06.23.05.00 Y 
TOSP-DB-P03:KUL                  UL   06.23.05.00 Y 
BDMP-WEB-P02:UA                  UM   06.23.01.00 Y 
bl660210:KUL                     UL   06.23.05.00 Y 
BDMP-WEB-P02ASFSdp:UAGENT00      UA   06.00.00.00 Y 
BDMP-WEB-P01:UA                  UM   06.23.01.00 Y 
BDMP-WEB-P01ASFSdp:UAGENT00      UA   06.00.00.00 Y 
nf5280018:KUL                    UL   06.23.05.00 Y 
TOSP-DB-P04:KUL                  UL   06.23.05.00 Y 
bl660212:KUL                     UL   06.23.05.00 Y 
nf5280019:KUL                    UL   06.23.05.00 Y 
BL685-560:KUL                    UL   06.23.05.00 Y 
nf5280020:KUL                    UL   06.23.05.00 Y 
BL685-561:KUL                    UL   06.23.05.00 Y 
BL685-084:KUL                    UL   06.23.05.00 Y 
b590013:KUL                      UL   06.23.05.00 Y 
nf5280021:KUL                    UL   06.23.05.00 Y 
bl685-435:KUL                    UL   06.23.05.00 Y 
b590014:KUL                      UL   06.23.05.00 Y 
BL685-562:KUL                    UL   06.23.05.00 Y 
nf5280022:KUL                    UL   06.23.05.00 Y 
b590015:KUL                      UL   06.23.05.00 Y 
BL685-085:KUL                    UL   06.23.05.00 Y 
nf5280023:KUL                    UL   06.23.05.00 Y 
BL685440:KUL                     UL   06.23.05.00 Y 
TPOS-ADS-P03:KUL                 UL   06.23.05.00 Y 
b590016:KUL                      UL   06.23.05.00 Y 
nf5280081:KUL                    UL   06.23.05.00 Y 
bl685-443:KUL                    UL   06.23.05.00 Y 
CH242044:KUL                     UL   06.23.05.00 Y 
nf5280082:KUL                    UL   06.23.05.00 Y 
DCS-DA-P03:KUL                   UL   06.23.05.00 Y 
bl660224:KUL                     UL   06.23.05.00 Y 
CH242046:KUL                     UL   06.23.05.00 Y 
nf5280083:KUL                    UL   06.23.05.00 Y 
bl685-573:KUL                    UL   06.23.05.00 Y 
TPOS-APP-P01:KUL                 UL   06.23.05.00 Y 
DCS-DA-P04:KUL                   UL   06.23.05.00 Y 
BL685-W02:KUL                    UL   06.23.05.00 Y 
CH242055:KUL                     UL   06.23.05.00 Y 
nf5280086:KUL                    UL   06.23.05.00 Y 
FSS-APP-P02:KUL                  UL   06.23.05.00 Y 
bl685-574:KUL                    UL   06.23.05.00 Y 
bl685448:KUL                     UL   06.23.05.00 Y 
NIMS-APP-P15:KUL                 UL   06.23.05.00 Y 
DCS-DA-P06:KUL                   UL   06.23.05.00 Y 
bl685-100:KUL                    UL   06.23.05.00 Y 
TPOS-APP-P03:KUL                 UL   06.23.05.00 Y 
FUND-WEB-P03:KUL                 UL   06.23.05.00 Y 
bl685-575:KUL                    UL   06.23.05.00 Y 
NIMS-APP-P16:KUL                 UL   06.23.05.00 Y 
bl660228:KUL                     UL   06.23.05.00 Y 
CH242057:KUL                     UL   06.23.05.00 Y 
DCS-DA-P08:KUL                   UL   06.23.05.00 Y 
NIMS-APP-P17:KUL                 UL   06.23.05.00 Y 
BL685-W04:KUL                    UL   06.23.05.00 Y 
bl685-101:KUL                    UL   06.23.05.00 Y 
bl685-577:KUL                    UL   06.23.05.00 Y 
FUND-WEB-P04:KUL                 UL   06.23.05.00 Y 
GOLD-APP01-JXQ:KUL               UL   06.23.05.00 Y 
NIMS-APP-P18:KUL                 UL   06.23.05.00 Y 
TY101-M01:KUL                    UL   06.23.05.00 Y 
CH242059:KUL                     UL   06.23.05.00 Y 
GOLD-APP01-SD:KUL                UL   06.23.05.00 Y 
E-LEARN-APP-P01:KUL              UL   06.23.05.00 Y 
dl380-066:KUL                    UL   06.23.05.00 Y 
bl685578:KUL                     UL   06.23.01.00 Y 
NIMS-WEB-P01:KUL                 UL   06.23.05.00 Y 
BL685-W05:KUL                    UL   06.23.05.00 Y 
BL685-103:KUL                    UL   06.23.05.00 Y 
b590034:KUL                      UL   06.23.05.00 Y 
GOLD-APP02-SD:KUL                UL   06.23.05.00 Y 
NIMS-WEB-P02:KUL                 UL   06.23.05.00 Y 
ISP-DA-P01:KUL                   UL   06.23.05.00 Y 
E-LEARN-WEB-P01:KUL              UL   06.23.05.00 Y 
TY102-M02:KUL                    UL   06.23.05.00 Y 
b590035:KUL                      UL   06.23.05.00 Y 
NPCP-APP-YW-01:KUL               UL   06.23.05.00 Y 
ELMS-APP-P03:KUL                 UL   06.23.05.00 Y 
ISP-DA-P02:KUL                   UL   06.23.05.00 Y 
DL380073:KUL                     UL   06.23.05.00 Y 
NPCP-APP-YW-02:KUL               UL   06.23.05.00 Y 
ELMS-APP-P04:KUL                 UL   06.23.05.00 Y 
BL460-022:KUL                    UL   06.23.05.00 Y 
IOAP-APP-P01:KUL                 UL   06.23.05.00 Y 
DL380083:KUL                     UL   06.23.05.00 Y 
NPCP-APP-YW-03:KUL               UL   06.23.05.00 Y 
GOLD-WEB01-SD:KUL                UL   06.23.05.00 Y 
NPCP-APP-YW-04:KUL               UL   06.23.05.00 Y 
BL460100:KUL                     UL   06.23.05.00 Y 
IOAP-APP-P02:KUL                 UL   06.23.05.00 Y 
ResourceManagerWH01:KUL          UL   06.23.05.00 Y 
bl680-012:KUL                    UL   06.23.05.00 Y 
NPCP-APP-YW-05:KUL               UL   06.23.05.00 Y 
BL460-32:KUL                     UL   06.23.05.00 Y 
CLMAPPP01:KUL                    UL   06.23.05.00 Y 
ResourceManagerWH02:KUL          UL   06.23.05.00 Y 
GTS-APP-P01:KUL                  UL   06.23.05.00 Y 
CLMAPPP02:KUL                    UL   06.23.05.00 Y 
IOAP-DB-P04:KUL                  UL   06.23.05.00 Y 
NPCP-WEB-YW-01:KUL               UL   06.23.05.00 Y 
GTS-APP-P02:KUL                  UL   06.23.05.00 Y 
NPCP-WEB-YW-02:KUL               UL   06.23.05.00 Y 
BL685604:KUL                     UL   06.23.05.00 Y 
GTS-APP-P03:KUL                  UL   06.23.05.00 Y 
NPORT-APP-P21:KUL                UL   06.23.05.00 Y 
bl685-482:KUL                    UL   06.23.05.00 Y 
BL685-607:KUL                    UL   06.23.05.00 Y 
GTS-APP-P04:KUL                  UL   06.23.05.00 Y 
NPORT-APP-P22:KUL                UL   06.23.05.00 Y 
BDMP-WEB-P02:M03_APPMONEXT00     M0   06.00.00.XX Y 
BDMP-WEB-P01:M03_APPMONEXT00     M0   06.00.00.XX Y 
GTS-APP-P05:KUL                  UL   06.23.05.00 Y 
BL685-608:KUL                    UL   06.23.05.00 Y 
bl685-483:KUL                    UL   06.23.05.00 Y 
NPORT-APP-P23:KUL                UL   06.23.05.00 Y 
BL685-609:KUL                    UL   06.23.05.00 Y 
bl685-485:KUL                    UL   06.23.05.00 Y 
HP-BL685-545:KUL                 UL   06.23.05.00 Y 
bl680-062:KUL                    UL   06.23.05.00 Y 
bl660150:KUL                     UL   06.23.05.00 Y 
NPORT-APP-P31:KUL                UL   06.23.05.00 Y 
bl685-163:KUL                    UL   06.23.05.00 Y 
SAMS-APP-P01:KUL                 UL   06.23.05.00 Y 
bl685-502:KUL                    UL   06.23.05.00 Y 
CCIAPPP01:KUL                    UL   06.23.05.00 Y 
EBIS-APP-P04:KUL                 UL   06.23.05.00 Y 
bl680-10:KUL                     UL   06.23.05.00 Y 
SAMS-APP-P02:KUL                 UL   06.23.05.00 Y 
BL685618:KUL                     UL   06.23.05.00 Y 
NPORT-APP-P32:KUL                UL   06.23.05.00 Y 
CCS-BRK-APP-P01:KUL              UL   06.23.05.00 Y 
SAMS-APP-P03:KUL                 UL   06.23.05.00 Y 
NPORT-APP-P41:KUL                UL   06.23.05.00 Y 
CCS-BRK-APP-P02:KUL              UL   06.23.05.00 Y 
ESSC-APP-P02:KUL                 UL   06.23.05.00 Y 
EBIS-APP-P06:KUL                 UL   06.23.05.00 Y 
NPORT-APP-P42:KUL                UL   06.23.05.00 Y 
CCS-DBI-APP-P01:KUL              UL   06.23.05.00 Y 
FAD-APP-P03:KUL                  UL   06.23.05.00 Y 
NPORT-APP-P51:KUL                UL   06.23.05.00 Y 
CCS-DBI-APP-P02:KUL              UL   06.23.05.00 Y 
FAD-APP-P04:KUL                  UL   06.23.05.00 Y 
BL685171:KUL                     UL   06.23.05.00 Y 
NPORT-APP-P525:KUL               UL   06.23.05.00 Y 
BL685633:KUL                     UL   06.23.05.00 Y 
MediaServerWH01:KUL              UL   06.23.05.00 Y 
CCS-HTP-APP-P02:KUL              UL   06.23.05.00 Y 
NPORT-APP-P526:KUL               UL   06.23.05.00 Y 
SEBS-WDS-P01:KUL                 UL   06.23.05.00 Y 
CCSIAPPP07:KUL                   UL   06.23.05.00 Y 
NPORT-APP-P52:KUL                UL   06.23.05.00 Y 
MediaServerWH02:KUL              UL   06.23.05.00 Y 
bl685-530:KUL                    UL   06.23.05.00 Y 
CCSIAPPP08:KUL                   UL   06.23.05.00 Y 
MRDM-APP-P01:KUL                 UL   06.23.05.00 Y 
IBCARMS-APP-P01:KUL              UL   06.23.05.00 Y 
FlashGetWayWH01:KUL              UL   06.23.05.00 Y 
bl685-531:KUL                    UL   06.23.05.00 Y 
MRDM-APP-P02:KUL                 UL   06.23.05.00 Y 
IBCARMS-APP-P02:KUL              UL   06.23.05.00 Y 
BL685645:KUL                     UL   06.23.05.00 Y 
bl685-533:KUL                    UL   06.23.05.00 Y 
FlashGetWayWH02:KUL              UL   06.23.05.00 Y 
bl685756:KUL                     UL   06.23.05.00 Y 
BL685656:KUL                     UL   06.23.05.00 Y 
CCS-MGW-APP-P01:KUL              UL   06.23.05.00 Y 
SIPServerWH01:KUL                UL   06.23.05.00 Y 
CCS-MGW-APP-P02:KUL              UL   06.23.05.00 Y 
SIPServerWH02:KUL                UL   06.23.05.00 Y 
CCS-NLU-APP-P01:KUL              UL   06.23.05.00 Y 
BL685661:KUL                     UL   06.23.05.00 Y 
SRB-APP-YW-01:KUL                UL   06.23.05.00 Y 
SRB-APP-YW-02:KUL                UL   06.23.05.00 Y 
CCS-NLU-APP-P02:KUL              UL   06.23.05.00 Y 
bl685758:KUL                     UL   06.23.05.00 Y 
bl685674:KUL                     UL   06.23.01.00 Y 
SRB-DBS-YW-01:KUL                UL   06.23.05.00 Y 
CCS-RED-APP-P01:KUL              UL   06.23.05.00 Y 
CCS-RED-APP-P02:KUL              UL   06.23.05.00 Y 
nf5280001:KUL                    UL   06.23.05.00 Y 
BL685694:KUL                     UL   06.23.05.00 Y 
nf5280002:KUL                    UL   06.23.05.00 Y 
CCS-SLB-APP-P01:KUL              UL   06.23.05.00 Y 
CCS-SLB-APP-P02:KUL              UL   06.23.05.00 Y 
nf5280003:KUL                    UL   06.23.05.00 Y 
bl685-555:KUL                    UL   06.23.05.00 Y 
CCS-S-RED-P01:KUL                UL   06.23.05.00 Y 
BL685709:KUL                     UL   06.23.05.00 Y 
nf5280005:KUL                    UL   06.23.05.00 Y 
CCS-S-RED-P02:KUL                UL   06.23.05.00 Y 
CTSP-APP-P02:KUL                 UL   06.23.05.00 Y 
IFTS-WEB-P01:KUL                 UL   06.23.05.00 Y 
BL685710:KUL                     UL   06.23.05.00 Y 
nf5280006:KUL                    UL   06.23.05.00 Y 
ch242003:KUL                     UL   06.23.05.00 Y 
IFTS-WEB-P02:KUL                 UL   06.23.05.00 Y 
bl685-251:KUL                    UL   06.23.05.00 Y 
DCPMS-DB1:KUL                    UL   06.23.05.00 Y 
nf5280007:KUL                    UL   06.23.05.00 Y 
IFT-WEB-P01:KUL                  UL   06.23.05.00 Y 
ch242007:KUL                     UL   06.23.05.00 Y 
nf5280008:KUL                    UL   06.23.05.00 Y 
INTRAAPP01:KUL                   UL   06.23.05.00 Y 
BL685737:KUL                     UL   06.23.05.00 Y 
nf5280009:KUL                    UL   06.23.05.00 Y 
INTRAAPP02:KUL                   UL   06.23.05.00 Y 
nf5280010:KUL                    UL   06.23.05.00 Y 
BL685-264:KUL                    UL   06.23.05.00 Y 
nf5280011:KUL                    UL   06.23.05.00 Y 
CH242042:KUL                     UL   06.23.05.00 Y 
nf5280012:KUL                    UL   06.23.05.00 Y 
nf5280013:KUL                    UL   06.23.05.00 Y 
P7802P2:UA                       UM   06.23.01.00 Y 
P7802P2ASFSdp:UAGENT00           UA   06.00.00.00 Y 
P7802P2:N11_EBIPAPP00            N1   06.00.02.XX Y 
ASMDB:P7802P2:UA                 UM   06.23.01.00 Y 
ASMDB_P7802P2ASFSdp:UAGENT00     UA   06.00.00.00 Y 
ASMDB_P7802P2:N98_ORACLEASM00    N9   06.00.00.XX Y 
P7802P2:N14_EBIPDB00             N1   06.00.00.XX Y 
P7802P2:KUX                      UX   06.23.01.00 Y 
P7802P2:N54_ARCHIVE00            N5   06.00.00.XX Y 
P7802P2:N90_IFTPRC00             N9   06.00.00.XX Y 
P7802P2:P22_EBIP00               P2   06.00.00.XX Y 
P7802P2:M03_APPMONEXT00          M0   06.00.01.XX Y 
P7802P2:M02_GOLDENGATEEXT00      M0   06.00.00.XX Y 
PLDM-DBS-YW-01:LZ                LZ   06.23.01.00 Y 
PLDM-DBS-YW-01:UA                UM   06.23.01.00 Y 
PLDM-DBS-YW-01ASFSdp:UAGENT00    UA   06.00.00.00 Y 
PLDM-DBS-YW-01:M03_APPMONEXT00   M0   06.00.00.XX Y 
PLDM-DBS-YW-01:N54_ARCHIVE00     N5   06.00.00.XX Y 
PLDB:PLDM-DBS-YW-01:RZ           RZ   06.31.02.02 Y 
RZ:PLDB-PLDB-PLDM-DBS-YW-02:RDB  RZ   06.31.02.XX N 
PLDB:PLDM-DBS-YW-02:RZ           RZ   06.31.02.02 N 
RZ:RZ-OIBS2-B590028:RDB          RZ   06.31.02.XX N 
OIBS2:B590028:RZ                 RZ   06.31.02.02 N 
RZ:ebppdb-ebppdb-P7404P1:RDB     RZ   06.31.02.XX N 
ebppdb:P7404P1:RZ                RZ   06.31.02.02 N 
PE6850-034:UA                    UM   06.23.01.00 Y 
pe6850-034ASFSdp:UAGENT00        UA   06.00.00.00 Y 
pe6850-034:P38_WINEXT00          P3   06.00.00.XX Y 
Primary:PE6850-034:NT            NT   06.23.01.00 Y 
WIN-REGE7GOR266:UA               UM   06.23.01.00 Y 
WIN-REGE7GOR266ASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-REGE7GOR266:NT       NT   06.23.01.00 Y 
SUMMIT-WEB-T02:UA                UM   06.23.01.00 Y 
SUMMIT-WEB-T02ASFSdp:UAGENT00    UA   06.00.00.00 Y 
Primary:SUMMIT-WEB-T02:NT        NT   06.23.01.00 Y 
b590025:LZ                       LZ   06.23.01.00 Y 
b590025:KUL                      UL   06.23.05.00 Y 
b590025:UA                       UM   06.23.01.00 Y 
b590025ASFSdp:UAGENT00           UA   06.00.00.00 Y 
essc:b590025:RZ                  RZ   06.31.02.02 Y 
RZ:essc-essc-b590025:RDB         RZ   06.31.02.XX Y 
b590025:M03_APPMONEXT00          M0   06.00.00.XX Y 
b590025:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590001:KUL                      UL   06.23.05.00 Y 
b590002:KUL                      UL   06.23.05.00 Y 
b590003:KUL                      UL   06.23.05.00 Y 
b590004:KUL                      UL   06.23.05.00 Y 
BL680-20_bak:KUL                 UL   06.23.05.00 Y 
BL680-20:KUL                     UL   06.23.05.00 Y 
BL685-425:KUL                    UL   06.23.05.00 Y 
ch242008:LZ                      LZ   06.23.01.00 Y 
ch242008:KUL                     UL   06.23.05.00 Y 
ch242008:UA                      UM   06.23.01.00 Y 
ch242008ASFSdp:UAGENT00          UA   06.00.00.00 Y 
ch242008:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
ch242008:M03_APPMONEXT00         M0   06.00.00.XX Y 
bl685-598:KUL                    UL   06.23.05.00 Y 
CCIAPPP03:KUL                    UL   06.23.05.00 Y 
DCPMS-APP1:KUL                   UL   06.23.05.00 Y 
bl680-046:LZ                     LZ   06.23.01.00 Y 
bl680-046:KUL                    UL   06.23.05.00 Y 
bl680-046:UA                     UM   06.23.01.00 Y 
bl680-046ASFSdp:UAGENT00         UA   06.00.00.00 Y 
bl680-046:P18_MYSQLEXT00         P1   06.00.00.XX Y 
bl680-046:M03_APPMONEXT00        M0   06.00.00.XX Y 
ELMS-APP-P01:KUL                 UL   06.23.05.00 Y 
ELMS-APP-P02:KUL                 UL   06.23.05.00 Y 
emcsocsrv-jxq:KUL                UL   06.23.05.00 Y 
ldpsmgr:KUL                      UL   06.23.05.00 Y 
nf5280004:KUL                    UL   06.23.05.00 Y 
OAS-APP-P02:KUL                  UL   06.23.05.00 Y 
se_jxq:KUL                       UL   06.23.05.00 Y 
se_sd:KUL                        UL   06.23.05.00 Y 
TPOS-APP-P05:KUL                 UL   06.23.05.00 Y 
GTS-APP-P06:LZ                   LZ   06.23.01.00 Y 
GTS-APP-P06:T5                   T5   07.30.01.00 Y 
GTS-APP-P06:KUL                  UL   06.23.05.00 Y 
GTS-APP-P06:UA                   UM   06.23.01.00 Y 
GTS-APP-P06ASFSdp:UAGENT00       UA   06.00.00.00 Y 
GTS-APP-P06:N32_GTS00            N3   06.00.00.XX Y 
GTS-APP-P06:M03_APPMONEXT00      M0   06.00.00.XX Y 
b590027:LZ                       LZ   06.23.01.00 Y 
b590012:LZ                       LZ   06.23.01.00 Y 
b590010:LZ                       LZ   06.23.01.00 Y 
b590010:UA                       UM   06.23.01.00 Y 
b590027:UA                       UM   06.23.01.00 Y 
b590012:UA                       UM   06.23.01.00 Y 
b590010ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590027ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590012ASFSdp:UAGENT00           UA   06.00.00.00 Y 
b590010:KUL                      UL   06.23.05.00 Y 
b590027:KUL                      UL   06.23.05.00 Y 
b590012:KUL                      UL   06.23.05.00 Y 
essc:b590010:RZ                  RZ   06.31.02.02 Y 
RZ:essc-essc-b590010:RDB         RZ   06.31.02.XX Y 
essc:b590027:RZ                  RZ   06.31.02.02 Y 
RZ:essc-essc-b590027:RDB         RZ   06.31.02.XX Y 
essc:b590012:RZ                  RZ   06.31.02.02 Y 
RZ:essc-essc-b590012:RDB         RZ   06.31.02.XX Y 
b590010:M03_APPMONEXT00          M0   06.00.00.XX Y 
b590027:M03_APPMONEXT00          M0   06.00.00.XX Y 
b590012:M03_APPMONEXT00          M0   06.00.00.XX Y 
b590010:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590027:N54_ARCHIVE00            N5   06.00.00.XX Y 
b590012:N54_ARCHIVE00            N5   06.00.00.XX Y 
bl685-549:KUL                    UL   06.23.05.00 Y 
bl685-596:KUL                    UL   06.23.05.00 Y 
BDMP-WEB-P01:KUL                 UL   06.23.05.00 Y 
BDMP-WEB-P02:KUL                 UL   06.23.05.00 Y 
PLDM-DBS-YW-01:KUL               UL   06.23.05.00 Y 
P780011P1:T5                     T5   07.30.01.00 Y 
P780011P1:UA                     UM   06.23.01.00 Y 
P780011P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P780011P1:N11_EBIPAPP00          N1   06.00.02.XX Y 
P780011P1:KUX                    UX   06.23.01.00 Y 
P780011P1:M01_TUXEDO00           M0   06.00.00.XX Y 
P780011P1:P29_CHECK_FILE00       P2   06.00.00.XX Y 
P780011P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
WIN-RA7CBTSUSVN:UA               UM   06.23.01.00 Y 
WIN-RA7CBTSUSVNASFSdp:UAGENT00   UA   06.00.00.00 Y 
Primary:WIN-RA7CBTSUSVN:NT       NT   06.23.01.00 Y 
QM_310000_303_VOL:bl685-443:MQ   MQ   07.10.01.00 N 
QM_303_VOUCHER:bl685-443:MQ      MQ   07.10.01.00 N 
RZ:asspdb-asspdb-bl685-443:RDB   RZ   06.31.02.XX N 
asspdb:bl685-443:RZ              RZ   06.31.02.02 N 
asspdb:bl685-406:RZ              RZ   06.31.02.02 Y 
RZ:asspdb-asspdb-bl685-406:RDB   RZ   06.31.02.XX Y 
QM_303_VOUCHER:bl685-406:MQ      MQ   07.10.01.00 Y 
QM_310000_303_VOL:bl685-406:MQ   MQ   07.10.01.00 Y 
ch242004:LZ                      LZ   06.23.01.00 Y 
ch242004:KUL                     UL   06.23.05.00 Y 
ch242004:UA                      UM   06.23.01.00 Y 
ch242004ASFSdp:UAGENT00          UA   06.00.00.00 Y 
ch242004:R23CHECK_MONITOR00      R2   06.00.00.XX Y 
ch242004:N54_ARCHIVE00           N5   06.00.00.XX Y 
ch242004:M03_APPMONEXT00         M0   06.00.00.XX Y 
RZ:ISP-ISP-ISP-DA-P02:RDB        RZ   06.31.02.XX N 
ISP:ISP-DA-P02:RZ                RZ   06.31.02.02 N 
ISP:ISP-DA-P01:RZ                RZ   06.31.02.02 Y 
shepherd:P740022P1:RZ            RZ   06.31.02.02 Y 
RZ:RZ-shepherd-P740022P1:RDB     RZ   06.31.02.XX Y 
ZKDJ:S824004P1:RZ                RZ   06.31.02.02 Y 
DZQD:S824004P1:RZ                RZ   06.31.02.02 Y 
EBMCPDB:P780002P1:UA             UM   06.23.01.00 Y 
EBMCPDB_P780002P1ASFSdp:UAGENT00 UA   06.00.00.00 Y 
EBMCPDB_P780002P1:N51_EBMP00     N5   06.00.00.XX Y 
ASMDB:P780002P1:UA               UM   06.23.01.00 Y 
ASMDB_P780002P1ASFSdp:UAGENT00   UA   06.00.00.00 Y 
ASMDB_P780002P1:N98_ORACLEASM00  N9   06.00.00.XX Y 
P780002P1:UA                     UM   06.23.01.00 Y 
P780002P1ASFSdp:UAGENT00         UA   06.00.00.00 Y 
P780002P1:N54_ARCHIVE00          N5   06.00.00.XX Y 
P780002P1:N90_IFTPRC00           N9   06.00.00.XX Y 
P780002P1:M02_GOLDENGATEEXT00    M0   06.00.00.XX Y 
P780002P1:P06_EBMP00             P0   06.00.02.XX Y 
P780002P1:M03_APPMONEXT00        M0   06.00.00.XX Y 
bl660008:LZ                      LZ   06.30.06.00 Y 
bl660008:KUL                     UL   06.23.05.00 Y 
